# ---------------------------------- WARNING ----------------------------------------
# The data you have obtained from this automated U.S. Geological Survey database
# have not received Director's approval and as such are provisional and subject to
# revision.  The data are released on the condition that neither the USGS nor the
# United States Government may be held liable for any damages resulting from its use.
# Additional info: http://waterdata.usgs.gov/nwis/help/?provisional
#
# File-format description:  http://waterdata.usgs.gov/nwis/?tab_delimited_format_info
# Automated-retrieval info: http://waterdata.usgs.gov/nwis/?automated_retrieval_info
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2012-11-15 07:25:50 EST       (sdww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 02313700 WACCASASSA RIVER NR GULF HAMMOCK, FLA.
# -----------------------------------------------------------------------------------
#
# Data provided for site 02313700
#    DD parameter statistic   Description
#    03   00060     00003     Discharge, cubic feet per second (Mean), (Tallahassee)
#
# Data-value qualification codes included in this output: 
#     A  Approved for publication -- Processing and review completed.  
#     P  Provisional data subject to revision.  
#     e  Value has been estimated.  
# 
agency_cd	site_no	datetime	03_00060_00003	03_00060_00003_cd
USGS	02313700	1964-06-20	125	A
USGS	02313700	1964-06-21	110	A
USGS	02313700	1964-06-22	87	A
USGS	02313700	1964-06-23	83	A
USGS	02313700	1964-06-24	141	A
USGS	02313700	1964-06-25	76	A
USGS	02313700	1964-06-26	111	A
USGS	02313700	1964-06-27	74	A
USGS	02313700	1964-06-28	41	A
USGS	02313700	1964-06-29	104	A
USGS	02313700	1964-06-30	160	A
USGS	02313700	1964-07-01	212	A
USGS	02313700	1964-07-02	129	A
USGS	02313700	1964-07-03	129	A
USGS	02313700	1964-07-04	101	A
USGS	02313700	1964-07-05	192	A
USGS	02313700	1964-07-06	173	A
USGS	02313700	1964-07-07	123	A
USGS	02313700	1964-07-08	60	A
USGS	02313700	1964-07-09	40	A
USGS	02313700	1964-07-10	35	A
USGS	02313700	1964-07-11	92	A
USGS	02313700	1964-07-12	252	A
USGS	02313700	1964-07-13	598	A
USGS	02313700	1964-07-14	772	A
USGS	02313700	1964-07-15	561	A
USGS	02313700	1964-07-16	405	A
USGS	02313700	1964-07-17	336	A
USGS	02313700	1964-07-18	621	A
USGS	02313700	1964-07-19	906	A
USGS	02313700	1964-07-20	889	A
USGS	02313700	1964-07-21	714	A
USGS	02313700	1964-07-22	535	A
USGS	02313700	1964-07-23	466	A
USGS	02313700	1964-07-24	442	A
USGS	02313700	1964-07-25	466	A
USGS	02313700	1964-07-26	1530	A
USGS	02313700	1964-07-27	6500	A
USGS	02313700	1964-07-28	7090	A
USGS	02313700	1964-07-29	5350	A
USGS	02313700	1964-07-30	3920	A
USGS	02313700	1964-07-31	2590	A
USGS	02313700	1964-08-01	1750	A
USGS	02313700	1964-08-02	1340	A
USGS	02313700	1964-08-03	1010	A
USGS	02313700	1964-08-04	932	A
USGS	02313700	1964-08-05	848	A
USGS	02313700	1964-08-06	835	A
USGS	02313700	1964-08-07	765	A
USGS	02313700	1964-08-08	682	A
USGS	02313700	1964-08-09	552	A
USGS	02313700	1964-08-10	668	A
USGS	02313700	1964-08-11	1180	A
USGS	02313700	1964-08-12	1270	A
USGS	02313700	1964-08-13	1330	A
USGS	02313700	1964-08-14	1290	A
USGS	02313700	1964-08-15	1400	A
USGS	02313700	1964-08-16	1220	A
USGS	02313700	1964-08-17	921	A
USGS	02313700	1964-08-18	1180	A
USGS	02313700	1964-08-19	1470	A
USGS	02313700	1964-08-20	1680	A
USGS	02313700	1964-08-21	1750	A
USGS	02313700	1964-08-22	1630	A
USGS	02313700	1964-08-23	1540	A
USGS	02313700	1964-08-24	1310	A
USGS	02313700	1964-08-25	1170	A
USGS	02313700	1964-08-26	1090	A
USGS	02313700	1964-08-27	867	A
USGS	02313700	1964-08-28	732	A
USGS	02313700	1964-08-29	574	A
USGS	02313700	1964-08-30	418	A
USGS	02313700	1964-08-31	480	A
USGS	02313700	1964-09-01	478	A
USGS	02313700	1964-09-02	455	A
USGS	02313700	1964-09-03	429	A
USGS	02313700	1964-09-04	366	A
USGS	02313700	1964-09-05	331	A
USGS	02313700	1964-09-06	335	A
USGS	02313700	1964-09-07	362	A
USGS	02313700	1964-09-08	344	A
USGS	02313700	1964-09-09	288	A
USGS	02313700	1964-09-10	-1420	A
USGS	02313700	1964-09-11	5950	A
USGS	02313700	1964-09-12	11400	A
USGS	02313700	1964-09-13	10700	A
USGS	02313700	1964-09-14	9390	A
USGS	02313700	1964-09-15	7100	A
USGS	02313700	1964-09-16	4780	A
USGS	02313700	1964-09-17	3540	A
USGS	02313700	1964-09-18	2770	A
USGS	02313700	1964-09-19	2180	A
USGS	02313700	1964-09-20	1810	A
USGS	02313700	1964-09-21	1510	A
USGS	02313700	1964-09-22	1380	A
USGS	02313700	1964-09-23	1050	A
USGS	02313700	1964-09-24	1000	A
USGS	02313700	1964-09-25	945	A
USGS	02313700	1964-09-26	811	A
USGS	02313700	1964-09-27	698	A
USGS	02313700	1964-09-28	639	A
USGS	02313700	1964-09-29	492	A
USGS	02313700	1964-09-30	545	A
USGS	02313700	1964-10-01	512	A
USGS	02313700	1964-10-02	444	A
USGS	02313700	1964-10-03	421	A
USGS	02313700	1964-10-04	161	A
USGS	02313700	1964-10-05	519	A
USGS	02313700	1964-10-06	757	A
USGS	02313700	1964-10-07	531	A
USGS	02313700	1964-10-08	531	A
USGS	02313700	1964-10-09	512	A
USGS	02313700	1964-10-10	505	A
USGS	02313700	1964-10-11	477	A
USGS	02313700	1964-10-12	418	A
USGS	02313700	1964-10-13	427	A
USGS	02313700	1964-10-14	384	A
USGS	02313700	1964-10-15	335	A
USGS	02313700	1964-10-16	421	A
USGS	02313700	1964-10-17	447	A
USGS	02313700	1964-10-18	418	A
USGS	02313700	1964-10-19	327	A
USGS	02313700	1964-10-20	389	A
USGS	02313700	1964-10-21	298	A
USGS	02313700	1964-10-22	246	A
USGS	02313700	1964-10-23	231	A
USGS	02313700	1964-10-24	226	A
USGS	02313700	1964-10-25	246	A
USGS	02313700	1964-10-26	261	A
USGS	02313700	1964-10-27	272	A
USGS	02313700	1964-10-28	244	A
USGS	02313700	1964-10-29	213	A
USGS	02313700	1964-10-30	244	A
USGS	02313700	1964-10-31	271	A
USGS	02313700	1964-11-01	268	A
USGS	02313700	1964-11-02	212	A
USGS	02313700	1964-11-03	163	A
USGS	02313700	1964-11-04	186	A
USGS	02313700	1964-11-05	166	A
USGS	02313700	1964-11-06	134	A
USGS	02313700	1964-11-07	111	A
USGS	02313700	1964-11-08	145	A
USGS	02313700	1964-11-09	188	A
USGS	02313700	1964-11-10	217	A
USGS	02313700	1964-11-11	226	A
USGS	02313700	1964-11-12	220	A
USGS	02313700	1964-11-13	209	A
USGS	02313700	1964-11-14	222	A
USGS	02313700	1964-11-15	174	A
USGS	02313700	1964-11-16	155	A
USGS	02313700	1964-11-17	105	A
USGS	02313700	1964-11-18	84	A
USGS	02313700	1964-11-19	20	A
USGS	02313700	1964-11-20	155	A
USGS	02313700	1964-11-21	200	A
USGS	02313700	1964-11-22	190	A
USGS	02313700	1964-11-23	130	A
USGS	02313700	1964-11-24	60	A
USGS	02313700	1964-11-25	60	A
USGS	02313700	1964-11-26	190	A
USGS	02313700	1964-11-27	170	A
USGS	02313700	1964-11-28	130	A
USGS	02313700	1964-11-29	170	A
USGS	02313700	1964-11-30	150	A
USGS	02313700	1964-12-01	190	A
USGS	02313700	1964-12-02	130	A
USGS	02313700	1964-12-03	130	A
USGS	02313700	1964-12-04	150	A
USGS	02313700	1964-12-05	600	A
USGS	02313700	1964-12-06	700	A
USGS	02313700	1964-12-07	600	A
USGS	02313700	1964-12-08	503	A
USGS	02313700	1964-12-09	454	A
USGS	02313700	1964-12-10	419	A
USGS	02313700	1964-12-11	386	A
USGS	02313700	1964-12-12	356	A
USGS	02313700	1964-12-13	354	A
USGS	02313700	1964-12-14	462	A
USGS	02313700	1964-12-15	356	A
USGS	02313700	1964-12-16	268	A
USGS	02313700	1964-12-17	248	A
USGS	02313700	1964-12-18	377	A
USGS	02313700	1964-12-19	310	A
USGS	02313700	1964-12-20	290	A
USGS	02313700	1964-12-21	290	A
USGS	02313700	1964-12-22	280	A
USGS	02313700	1964-12-23	250	A
USGS	02313700	1964-12-24	180	A
USGS	02313700	1964-12-25	233	A
USGS	02313700	1964-12-26	172	A
USGS	02313700	1964-12-27	589	A
USGS	02313700	1964-12-28	824	A
USGS	02313700	1964-12-29	1500	A
USGS	02313700	1964-12-30	1690	A
USGS	02313700	1964-12-31	1740	A
USGS	02313700	1965-01-01	1680	A
USGS	02313700	1965-01-02	1400	A
USGS	02313700	1965-01-03	1300	A
USGS	02313700	1965-01-04	1400	A
USGS	02313700	1965-01-05	1200	A
USGS	02313700	1965-01-06	900	A
USGS	02313700	1965-01-07	800	A
USGS	02313700	1965-01-08	800	A
USGS	02313700	1965-01-09	768	A
USGS	02313700	1965-01-10	661	A
USGS	02313700	1965-01-11	795	A
USGS	02313700	1965-01-12	605	A
USGS	02313700	1965-01-13	574	A
USGS	02313700	1965-01-14	587	A
USGS	02313700	1965-01-15	408	A
USGS	02313700	1965-01-16	943	A
USGS	02313700	1965-01-17	598	A
USGS	02313700	1965-01-18	533	A
USGS	02313700	1965-01-19	547	A
USGS	02313700	1965-01-20	464	A
USGS	02313700	1965-01-21	493	A
USGS	02313700	1965-01-22	477	A
USGS	02313700	1965-01-23	338	A
USGS	02313700	1965-01-24	475	A
USGS	02313700	1965-01-25	493	A
USGS	02313700	1965-01-26	482	A
USGS	02313700	1965-01-27	514	A
USGS	02313700	1965-01-28	360	A
USGS	02313700	1965-01-29	352	A
USGS	02313700	1965-01-30	265	A
USGS	02313700	1965-01-31	694	A
USGS	02313700	1965-02-01	423	A
USGS	02313700	1965-02-02	582	A
USGS	02313700	1965-02-03	454	A
USGS	02313700	1965-02-04	432	A
USGS	02313700	1965-02-05	427	A
USGS	02313700	1965-02-06	358	A
USGS	02313700	1965-02-07	698	A
USGS	02313700	1965-02-08	848	A
USGS	02313700	1965-02-09	895	A
USGS	02313700	1965-02-10	967	A
USGS	02313700	1965-02-11	739	A
USGS	02313700	1965-02-12	549	A
USGS	02313700	1965-02-13	885	A
USGS	02313700	1965-02-14	1120	A
USGS	02313700	1965-02-15	1370	A
USGS	02313700	1965-02-16	1410	A
USGS	02313700	1965-02-17	1420	A
USGS	02313700	1965-02-18	1450	A
USGS	02313700	1965-02-19	1310	A
USGS	02313700	1965-02-20	1130	A
USGS	02313700	1965-02-21	873	A
USGS	02313700	1965-02-22	929	A
USGS	02313700	1965-02-23	908	A
USGS	02313700	1965-02-24	692	A
USGS	02313700	1965-02-25	1570	A
USGS	02313700	1965-02-26	1630	A
USGS	02313700	1965-02-27	1510	A
USGS	02313700	1965-02-28	1400	A
USGS	02313700	1965-03-01	1190	A
USGS	02313700	1965-03-02	1200	A
USGS	02313700	1965-03-03	1360	A
USGS	02313700	1965-03-04	1350	A
USGS	02313700	1965-03-05	1500	A
USGS	02313700	1965-03-06	1720	A
USGS	02313700	1965-03-07	1600	A
USGS	02313700	1965-03-08	1560	A
USGS	02313700	1965-03-09	1340	A
USGS	02313700	1965-03-10	1140	A
USGS	02313700	1965-03-11	1000	A
USGS	02313700	1965-03-12	829	A
USGS	02313700	1965-03-13	901	A
USGS	02313700	1965-03-14	848	A
USGS	02313700	1965-03-15	854	A
USGS	02313700	1965-03-16	766	A
USGS	02313700	1965-03-17	606	A
USGS	02313700	1965-03-18	611	A
USGS	02313700	1965-03-19	632	A
USGS	02313700	1965-03-20	632	A
USGS	02313700	1965-03-21	546	A
USGS	02313700	1965-03-22	547	A
USGS	02313700	1965-03-23	538	A
USGS	02313700	1965-03-24	531	A
USGS	02313700	1965-03-25	486	A
USGS	02313700	1965-03-26	453	A
USGS	02313700	1965-03-27	474	A
USGS	02313700	1965-03-28	451	A
USGS	02313700	1965-03-29	475	A
USGS	02313700	1965-03-30	436	A
USGS	02313700	1965-03-31	451	A
USGS	02313700	1965-04-01	451	A
USGS	02313700	1965-04-02	385	A
USGS	02313700	1965-04-03	396	A
USGS	02313700	1965-04-04	326	A
USGS	02313700	1965-04-05	335	A
USGS	02313700	1965-04-06	284	A
USGS	02313700	1965-04-07	382	A
USGS	02313700	1965-04-08	307	A
USGS	02313700	1965-04-09	307	A
USGS	02313700	1965-04-10	336	A
USGS	02313700	1965-04-11	151	A
USGS	02313700	1965-04-12	250	A
USGS	02313700	1965-04-13	255	A
USGS	02313700	1965-04-14	288	A
USGS	02313700	1965-04-15	77	A
USGS	02313700	1965-04-16	213	A
USGS	02313700	1965-04-17	224	A
USGS	02313700	1965-04-18	164	A
USGS	02313700	1965-04-19	129	A
USGS	02313700	1965-04-20	160	A
USGS	02313700	1965-04-21	244	A
USGS	02313700	1965-04-22	265	A
USGS	02313700	1965-04-23	226	A
USGS	02313700	1965-04-24	166	A
USGS	02313700	1965-04-25	210	A
USGS	02313700	1965-04-26	159	A
USGS	02313700	1965-04-27	172	A
USGS	02313700	1965-04-28	299	A
USGS	02313700	1965-04-29	301	A
USGS	02313700	1965-04-30	228	A
USGS	02313700	1965-05-01	179	A
USGS	02313700	1965-05-02	168	A
USGS	02313700	1965-05-03	92	A
USGS	02313700	1965-05-04	118	A
USGS	02313700	1965-05-05	84	A
USGS	02313700	1965-05-06	120	A
USGS	02313700	1965-05-07	173	A
USGS	02313700	1965-05-08	170	A
USGS	02313700	1965-05-09	137	A
USGS	02313700	1965-05-10	95	A
USGS	02313700	1965-05-11	105	A
USGS	02313700	1965-05-12	123	A
USGS	02313700	1965-05-13	144	A
USGS	02313700	1965-05-14	94	A
USGS	02313700	1965-05-15	72	A
USGS	02313700	1965-05-16	79	A
USGS	02313700	1965-05-17	58	A
USGS	02313700	1965-05-18	62	A
USGS	02313700	1965-05-19	92	A
USGS	02313700	1965-05-20	100	A
USGS	02313700	1965-05-21	100	A
USGS	02313700	1965-05-22	100	A
USGS	02313700	1965-05-23	90	A
USGS	02313700	1965-05-24	172	A
USGS	02313700	1965-05-25	87	A
USGS	02313700	1965-05-26	39	A
USGS	02313700	1965-05-27	130	A
USGS	02313700	1965-05-28	110	A
USGS	02313700	1965-05-29	111	A
USGS	02313700	1965-05-30	159	A
USGS	02313700	1965-05-31	91	A
USGS	02313700	1965-06-01	47	A
USGS	02313700	1965-06-02	60	A
USGS	02313700	1965-06-03	60	A
USGS	02313700	1965-06-04	146	A
USGS	02313700	1965-06-05	129	A
USGS	02313700	1965-06-06	74	A
USGS	02313700	1965-06-07	24	A
USGS	02313700	1965-06-08	84	A
USGS	02313700	1965-06-09	139	A
USGS	02313700	1965-06-10	152	A
USGS	02313700	1965-06-11	105	A
USGS	02313700	1965-06-12	168	A
USGS	02313700	1965-06-13	290	A
USGS	02313700	1965-06-14	290	A
USGS	02313700	1965-06-15	130	A
USGS	02313700	1965-06-16	420	A
USGS	02313700	1965-06-17	550	A
USGS	02313700	1965-06-18	590	A
USGS	02313700	1965-06-19	610	A
USGS	02313700	1965-06-20	560	A
USGS	02313700	1965-06-21	500	A
USGS	02313700	1965-06-22	470	A
USGS	02313700	1965-06-23	350	A
USGS	02313700	1965-06-24	410	A
USGS	02313700	1965-06-25	460	A
USGS	02313700	1965-06-26	410	A
USGS	02313700	1965-06-27	440	A
USGS	02313700	1965-06-28	442	A
USGS	02313700	1965-06-29	563	A
USGS	02313700	1965-06-30	429	A
USGS	02313700	1965-07-01	433	A
USGS	02313700	1965-07-02	596	A
USGS	02313700	1965-07-03	594	A
USGS	02313700	1965-07-04	723	A
USGS	02313700	1965-07-05	553	A
USGS	02313700	1965-07-06	542	A
USGS	02313700	1965-07-07	493	A
USGS	02313700	1965-07-08	584	A
USGS	02313700	1965-07-09	650	A
USGS	02313700	1965-07-10	613	A
USGS	02313700	1965-07-11	635	A
USGS	02313700	1965-07-12	416	A
USGS	02313700	1965-07-13	853	A
USGS	02313700	1965-07-14	621	A
USGS	02313700	1965-07-15	753	A
USGS	02313700	1965-07-16	904	A
USGS	02313700	1965-07-17	838	A
USGS	02313700	1965-07-18	752	A
USGS	02313700	1965-07-19	853	A
USGS	02313700	1965-07-20	869	A
USGS	02313700	1965-07-21	877	A
USGS	02313700	1965-07-22	931	A
USGS	02313700	1965-07-23	1040	A
USGS	02313700	1965-07-24	1050	A
USGS	02313700	1965-07-25	896	A
USGS	02313700	1965-07-26	867	A
USGS	02313700	1965-07-27	423	A
USGS	02313700	1965-07-28	403	A
USGS	02313700	1965-07-29	416	A
USGS	02313700	1965-07-30	1180	A
USGS	02313700	1965-07-31	1560	A
USGS	02313700	1965-08-01	2260	A
USGS	02313700	1965-08-02	3890	A
USGS	02313700	1965-08-03	4290	A
USGS	02313700	1965-08-04	3640	A
USGS	02313700	1965-08-05	3050	A
USGS	02313700	1965-08-06	2550	A
USGS	02313700	1965-08-07	2170	A
USGS	02313700	1965-08-08	2000	A
USGS	02313700	1965-08-09	1730	A
USGS	02313700	1965-08-10	1610	A
USGS	02313700	1965-08-11	1560	A
USGS	02313700	1965-08-12	1530	A
USGS	02313700	1965-08-13	1550	A
USGS	02313700	1965-08-14	1500	A
USGS	02313700	1965-08-15	1480	A
USGS	02313700	1965-08-16	1480	A
USGS	02313700	1965-08-17	1500	A
USGS	02313700	1965-08-18	1450	A
USGS	02313700	1965-08-19	1350	A
USGS	02313700	1965-08-20	1280	A
USGS	02313700	1965-08-21	1110	A
USGS	02313700	1965-08-22	1040	A
USGS	02313700	1965-08-23	1080	A
USGS	02313700	1965-08-24	1260	A
USGS	02313700	1965-08-25	936	A
USGS	02313700	1965-08-26	959	A
USGS	02313700	1965-08-27	1290	A
USGS	02313700	1965-08-28	975	A
USGS	02313700	1965-08-29	876	A
USGS	02313700	1965-08-30	1080	A
USGS	02313700	1965-08-31	972	A
USGS	02313700	1965-09-01	939	A
USGS	02313700	1965-09-02	1040	A
USGS	02313700	1965-09-03	962	A
USGS	02313700	1965-09-04	819	A
USGS	02313700	1965-09-05	734	A
USGS	02313700	1965-09-06	676	A
USGS	02313700	1965-09-07	612	A
USGS	02313700	1965-09-08	442	A
USGS	02313700	1965-09-09	60	A
USGS	02313700	1965-09-10	888	A
USGS	02313700	1965-09-11	525	A
USGS	02313700	1965-09-12	381	A
USGS	02313700	1965-09-13	339	A
USGS	02313700	1965-09-14	323	A
USGS	02313700	1965-09-15	327	A
USGS	02313700	1965-09-16	460	A
USGS	02313700	1965-09-17	668	A
USGS	02313700	1965-09-18	664	A
USGS	02313700	1965-09-19	696	A
USGS	02313700	1965-09-20	844	A
USGS	02313700	1965-09-21	839	A
USGS	02313700	1965-09-22	776	A
USGS	02313700	1965-09-23	775	A
USGS	02313700	1965-09-24	776	A
USGS	02313700	1965-09-25	1140	A
USGS	02313700	1965-09-26	1330	A
USGS	02313700	1965-09-27	1310	A
USGS	02313700	1965-09-28	1560	A
USGS	02313700	1965-09-29	1900	A
USGS	02313700	1965-09-30	2590	A
USGS	02313700	1965-10-01	2600	A
USGS	02313700	1965-10-02	2390	A
USGS	02313700	1965-10-03	2130	A
USGS	02313700	1965-10-04	1770	A
USGS	02313700	1965-10-05	1500	A
USGS	02313700	1965-10-06	1100	A
USGS	02313700	1965-10-07	1030	A
USGS	02313700	1965-10-08	1150	A
USGS	02313700	1965-10-09	880	A
USGS	02313700	1965-10-10	858	A
USGS	02313700	1965-10-11	734	A
USGS	02313700	1965-10-12	631	A
USGS	02313700	1965-10-13	622	A
USGS	02313700	1965-10-14	636	A
USGS	02313700	1965-10-15	524	A
USGS	02313700	1965-10-16	518	A
USGS	02313700	1965-10-17	490	A
USGS	02313700	1965-10-18	444	A
USGS	02313700	1965-10-19	279	A
USGS	02313700	1965-10-20	365	A
USGS	02313700	1965-10-21	372	A
USGS	02313700	1965-10-22	356	A
USGS	02313700	1965-10-23	351	A
USGS	02313700	1965-10-24	408	A
USGS	02313700	1965-10-25	282	A
USGS	02313700	1965-10-26	248	A
USGS	02313700	1965-10-27	248	A
USGS	02313700	1965-10-28	233	A
USGS	02313700	1965-10-29	273	A
USGS	02313700	1965-10-30	254	A
USGS	02313700	1965-10-31	217	A
USGS	02313700	1965-11-01	299	A
USGS	02313700	1965-11-02	265	A
USGS	02313700	1965-11-03	214	A
USGS	02313700	1965-11-04	138	A
USGS	02313700	1965-11-05	111	A
USGS	02313700	1965-11-06	116	A
USGS	02313700	1965-11-07	188	A
USGS	02313700	1965-11-08	127	A
USGS	02313700	1965-11-09	179	A
USGS	02313700	1965-11-10	203	A
USGS	02313700	1965-11-11	189	A
USGS	02313700	1965-11-12	111	A
USGS	02313700	1965-11-13	148	A
USGS	02313700	1965-11-14	131	A
USGS	02313700	1965-11-15	169	A
USGS	02313700	1965-11-16	66	A
USGS	02313700	1965-11-17	127	A
USGS	02313700	1965-11-18	98	A
USGS	02313700	1965-11-19	101	A
USGS	02313700	1965-11-20	127	A
USGS	02313700	1965-11-21	78	A
USGS	02313700	1965-11-22	138	A
USGS	02313700	1965-11-23	244	A
USGS	02313700	1965-11-24	170	A
USGS	02313700	1965-11-25	164	A
USGS	02313700	1965-11-26	170	A
USGS	02313700	1965-11-27	140	A
USGS	02313700	1965-11-28	188	A
USGS	02313700	1965-11-29	204	A
USGS	02313700	1965-11-30	228	A
USGS	02313700	1965-12-01	217	A
USGS	02313700	1965-12-02	183	A
USGS	02313700	1965-12-03	66	A
USGS	02313700	1965-12-04	100	A
USGS	02313700	1965-12-05	108	A
USGS	02313700	1965-12-06	148	A
USGS	02313700	1965-12-07	230	A
USGS	02313700	1965-12-08	140	A
USGS	02313700	1965-12-09	140	A
USGS	02313700	1965-12-10	130	A
USGS	02313700	1965-12-11	100	A
USGS	02313700	1965-12-12	80	A
USGS	02313700	1965-12-13	230	A
USGS	02313700	1965-12-14	230	A
USGS	02313700	1965-12-15	220	A
USGS	02313700	1965-12-16	280	A
USGS	02313700	1965-12-17	280	A
USGS	02313700	1965-12-18	320	A
USGS	02313700	1965-12-19	380	A
USGS	02313700	1965-12-20	460	A
USGS	02313700	1965-12-21	460	A
USGS	02313700	1965-12-22	490	A
USGS	02313700	1965-12-23	450	A
USGS	02313700	1965-12-24	465	A
USGS	02313700	1965-12-25	486	A
USGS	02313700	1965-12-26	518	A
USGS	02313700	1965-12-27	448	A
USGS	02313700	1965-12-28	442	A
USGS	02313700	1965-12-29	387	A
USGS	02313700	1965-12-30	356	A
USGS	02313700	1965-12-31	359	A
USGS	02313700	1966-01-01	263	A
USGS	02313700	1966-01-02	246	A
USGS	02313700	1966-01-03	353	A
USGS	02313700	1966-01-04	308	A
USGS	02313700	1966-01-05	182	A
USGS	02313700	1966-01-06	298	A
USGS	02313700	1966-01-07	281	A
USGS	02313700	1966-01-08	399	A
USGS	02313700	1966-01-09	296	A
USGS	02313700	1966-01-10	263	A
USGS	02313700	1966-01-11	233	A
USGS	02313700	1966-01-12	252	A
USGS	02313700	1966-01-13	185	A
USGS	02313700	1966-01-14	49	A
USGS	02313700	1966-01-15	115	A
USGS	02313700	1966-01-16	453	A
USGS	02313700	1966-01-17	285	A
USGS	02313700	1966-01-18	212	A
USGS	02313700	1966-01-19	258	A
USGS	02313700	1966-01-20	271	A
USGS	02313700	1966-01-21	228	A
USGS	02313700	1966-01-22	233	A
USGS	02313700	1966-01-23	454	A
USGS	02313700	1966-01-24	384	A
USGS	02313700	1966-01-25	284	A
USGS	02313700	1966-01-26	494	A
USGS	02313700	1966-01-27	538	A
USGS	02313700	1966-01-28	520	A
USGS	02313700	1966-01-29	331	A
USGS	02313700	1966-01-30	600	A
USGS	02313700	1966-01-31	600	A
USGS	02313700	1966-02-01	500	A
USGS	02313700	1966-02-02	500	A
USGS	02313700	1966-02-03	600	A
USGS	02313700	1966-02-04	544	A
USGS	02313700	1966-02-05	450	A
USGS	02313700	1966-02-06	396	A
USGS	02313700	1966-02-07	345	A
USGS	02313700	1966-02-08	312	A
USGS	02313700	1966-02-09	268	A
USGS	02313700	1966-02-10	227	A
USGS	02313700	1966-02-11	248	A
USGS	02313700	1966-02-12	220	A
USGS	02313700	1966-02-13	306	A
USGS	02313700	1966-02-14	345	A
USGS	02313700	1966-02-15	316	A
USGS	02313700	1966-02-16	317	A
USGS	02313700	1966-02-17	409	A
USGS	02313700	1966-02-18	500	A
USGS	02313700	1966-02-19	930	A
USGS	02313700	1966-02-20	1320	A
USGS	02313700	1966-02-21	1550	A
USGS	02313700	1966-02-22	1620	A
USGS	02313700	1966-02-23	1460	A
USGS	02313700	1966-02-24	1280	A
USGS	02313700	1966-02-25	1160	A
USGS	02313700	1966-02-26	1030	A
USGS	02313700	1966-02-27	917	A
USGS	02313700	1966-02-28	1130	A
USGS	02313700	1966-03-01	1950	A
USGS	02313700	1966-03-02	2030	A
USGS	02313700	1966-03-03	2010	A
USGS	02313700	1966-03-04	1810	A
